Keywords,TweetID,AuthorID,Hashtags,Tweet Created at,Tweet Text,Likes,Reply,Retweets,Polarity
#barackobama,1495760000000000000,826421000000000000,Opinion BarackObama,2022-02-21 13:59:04+00:00,"RT @ElAmerican_: #Opinion | #BarackObama and his puppets should be investigated. If there is justice, they should be found guilty of treaso…",0,0,14,-0.5
#RonaldReagan,1494990000000000000,3746304743,RonaldReagan,2022-02-19 10:40:36+00:00,"#RonaldReagan, il presidente che incarnò l’American Dream https://t.co/705X4a8CTj via @AmeGaspa",0,0,1,0.0
#Blinken,1495830000000000000,304638817,Blinken,2022-02-21 18:50:15+00:00,RT @AnthropoceneM: #Blinken—we are on the brink of invasion. https://t.co/JYeBMGx1G5,0,0,11,0.0
#georgebush,1495900000000000000,767018574,GeorgeBush WeaponsOfMassdestruction Rutte Groningen toeslagenaffaire,2022-02-21 23:15:12+00:00,"@locuta @RobertZieltjens Zo is #GeorgeBush ooit uit een kinderklas gehaald en daarna de Irak oorlog begonnen vanwege de #WeaponsOfMassdestruction. Die er niet waren.
Honderdduizenden doden.
Poets niet uit wat #Rutte ervoor over heeft om in het torentje te blijven.
Zie #Groningen 
Zie #toeslagenaffaire",4,0,1,0.0
#Blinken,1496250000000000000,897453000000000000,Blinken Lavrov Ginebra,2022-02-22 22:39:13+00:00,"RT @Finanzas_Times: 🇺🇸 Estados Unidos | #Blinken dice que la reunión con #Lavrov en #Ginebra se ha cancelado porque ""la invasión de Ucrania…",0,0,27,0.0
#barackobama,1495770000000000000,864266000000000000,NULL,2022-02-21 14:41:09+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#barackobama,1496090000000000000,3102929192,AskiaMuhammad MuhammadSpeaks,2022-02-22 12:10:01+00:00,"RT @RMFinalCall: Tribute to #AskiaMuhammad, former editor of #MuhammadSpeaks, senior editor @finalcallnewspaper and the photog of only imag…",0,0,24,0.0
#Blinken,1495820000000000000,711314000000000000,FakeNewsCNN Blinken Sullivan,2022-02-21 18:11:34+00:00,#FakeNewsCNN still spreading anti-Russian hate propaganda.🙄 Does anyone care what they say or lying #Blinken or #Sullivan say? 🤔🤡,1,0,0,-0.8
#Blinken,1495830000000000000,1319590000000000000,Blinken,2022-02-21 18:37:30+00:00,"RT @BranaaJean: #Blinken déclare qu'il est ""hors de question"" de reconnaître l'annexion de la Crimée et des territoires de l'est par la #Ru…",0,0,19,0.0
#barackobama,1496070000000000000,1433020000000000000,AskiaMuhammad MuhammadSpeaks,2022-02-22 10:40:58+00:00,"RT @RMFinalCall: Tribute to #AskiaMuhammad, former editor of #MuhammadSpeaks, senior editor @finalcallnewspaper and the photog of only imag…",0,0,24,0.0
#barackobama,1494840000000000000,906552000000000000,obama barack barackobama collectible president shepardfairey,2022-02-19 01:09:44+00:00,Check out Barack Obama Art Print Poster Limited Signed Shepard Fairey Be The Change Framed https://t.co/jixalvysH5 @eBay #obama #barack #barackobama #collectible #president #shepardfairey,1,0,0,-0.285714286
#barackobama,1495770000000000000,1400660000000000000,NULL,2022-02-21 14:38:02+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#Blinken,1496260000000000000,167708017,Blinken Geneva Russian Lavrov,2022-02-22 22:47:16+00:00,RT @Ruptly: BREAKING: #Blinken confirms #Geneva meeting with #Russian FM #Lavrov will not go ahead on Thursday 'given the circumstances',0,0,8,0.0
#barackobama,1494990000000000000,778500000000000000,NULL,2022-02-19 10:45:16+00:00,"RT @bibliogarage: Soon I’ll finish my library catalogue and sorting into sections, and stop buying duplicates secondhand. In the meantime,…",0,0,2,-0.1
#Blinken,1495550000000000000,3091715073,Blinken,2022-02-21 00:23:59+00:00,"RT @BranaaJean: #Blinken déclare qu'il est ""hors de question"" de reconnaître l'annexion de la Crimée et des territoires de l'est par la #Ru…",0,0,19,0.0
#Blinken,1495570000000000000,800491000000000000,ÚltimoMinuto Macron Putin Biden Ucrania,2022-02-21 01:25:03+00:00,"RT @PaolaPteleSUR: #ÚltimoMinuto  Pdte. #Macron anuncia que #Putin y #Biden han aceptado ""el principio"" de una cumbre sobre #Ucrania; el co…",0,0,5,0.0
#barackobama,1494900000000000000,2505858266,Tornadohilfe USA MichelleObama BarackObama TheObamaFoundation VladimirPutin ghimel,2022-02-19 04:58:58+00:00,"#Tornadohilfe in den #USA: Wie Sie helfen können
13. Dezember 2021 19:46 Uhr

https://t.co/hHwmsLklH5

#MichelleObama #BarackObama
#TheObamaFoundation

#VladimirPutin @dumagovru @KremlinRussia

@VP @lgewessle @WKogler @Alma_Zadi @karlnehamme @a_schallenber @LinhartBMEIA 

#ghimel",0,0,0,0.0
#barackobama,1496280000000000000,1492478586,Yoga wellness yogi yogagirl BeautyAndTheBeast demilovato BILLGATES britneyspears,2022-02-23 00:30:16+00:00,"RT @fashion2tweets: Rituals For Your #Yoga At Home
#wellness #yogi #yogagirl #BeautyAndTheBeast  #demilovato #BILLGATES #britneyspears #elo…",0,0,1,0.0
#barackobama,1495760000000000000,33232275,Opinion BarackObama,2022-02-21 13:46:17+00:00,"RT @ElAmerican_: #Opinion | #BarackObama and his puppets should be investigated. If there is justice, they should be found guilty of treaso…",0,0,14,-0.5
#Blinken,1496250000000000000,1919784264,Waszyngton Blinken,2022-02-22 22:23:16+00:00,"RT @TOPTVPINFO: #Waszyngton |💬A. #Blinken, sekretarz stanu USA: Widzimy, że Rosja mobilizuje się do agresji militarnej wobec Ukrainy. Prezy…",0,0,8,0.0
#RonaldReagan,1495290000000000000,2920033789,artphotography,2022-02-20 06:34:47+00:00,RT @LoverCulture: Am bowled over by this fine piece of stunning #artphotography which as an 80s child evokes the sunny optimism of the grea…,0,0,1,0.458333333
#RonaldReagan,1495250000000000000,346607165,RonaldReagan Reagan RupertMurdoch,2022-02-20 03:52:47+00:00,"RT @zWholeBeing: Note that #RonaldReagan #Reagan not only killed the Fairness Doctrine, deregulating the media, he also gave #RupertMurdoch…",0,0,1,-0.1
#barackobama,1496270000000000000,3729559521,Yoga wellness yogi yogagirl BeautyAndTheBeast demilovato BILLGATES britneyspears elonmusk barackobama justinbieber katyperry rihanna taylorswift arianagrande selenagomez kimkardashian ladygaga ellendegeneres,2022-02-22 23:29:18+00:00,"Rituals For Your #Yoga At Home
#wellness #yogi #yogagirl #BeautyAndTheBeast  #demilovato #BILLGATES #britneyspears #elonmusk #barackobama #justinbieber #katyperry #rihanna #taylorswift #arianagrande #selenagomez #kimkardashian #ladygaga #ellendegeneres
https://t.co/L3wt9hanyM",1,0,1,0.0
#Blinken,1496250000000000000,488342090,Ucrania DPR LPR Kuleba Blinken,2022-02-22 22:27:56+00:00,"⚠️🇺🇦🇷🇺 #Ucrania nunca reconocerá la soberanía de #DPR y #LPR, dijo #Kuleba después de reunirse con #Blinken.",0,0,0,0.0
#barackobama,1495750000000000000,1020660000000000000,NULL,2022-02-21 13:38:38+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#Blinken,1496170000000000000,1432620000000000000,Ukraine Blinken Zelenskyy Johnson Donbass,2022-02-22 16:57:05+00:00,"Throughout the #Ukraine debacle the West have been just so flat-footed, lumpen and incompetent. It's not only because of not-very-bright politicians like #Blinken, #Zelenskyy and of course #Johnson. It's also down to the West's hypocrisy, non-sequiturs and duplicity. #Donbass",0,0,0,-0.168518519
#Blinken,1496270000000000000,909496000000000000,Kiev Zelenskiy Blinken,2022-02-23 00:05:20+00:00,RT @cristinascappa: I diplomatici USA  lasciano #Kiev per la Polonia. #Zelenskiy richiama i riservisti. #Blinken annulla l'incontro con #La…,0,0,2,0.0
#barackobama,1495850000000000000,16503453,PresidentsDay JoeBiden BarackObama DemVoice1 wtpBLUE,2022-02-21 19:46:48+00:00,"RT @ohpleeznotagain: Happy #PresidentsDay ❤️🤍💙 🇺🇸

#JoeBiden 
#BarackObama 

#DemVoice1 #wtpBLUE https://t.co/xcPz2iA83D",0,0,35,0.8
#Blinken,1496040000000000000,125562175,Blinken,2022-02-22 08:48:38+00:00,"RT @europechinese: 中國外長王毅跟美國國務 #Blinken 通電話，當談及烏克蘭局勢時，王毅暗示責在烏克蘭，並認同俄方近日不斷提及的「安全不可分割」原則

https://t.co/I5KsbLqans",0,0,20,0.0
#barackobama,1495840000000000000,52750235,PresidentsDay JoeBiden BarackObama DemVoice1 wtpBLUE,2022-02-21 19:33:36+00:00,"RT @ohpleeznotagain: Happy #PresidentsDay ❤️🤍💙 🇺🇸

#JoeBiden 
#BarackObama 

#DemVoice1 #wtpBLUE https://t.co/xcPz2iA83D",0,0,35,0.8
#barackobama,1495810000000000000,56640288,barackobama barackobamaquote wisdom,2022-02-21 17:33:49+00:00,"RT @faustglobal: Happy President's Day to @barackobama! What a terrific President he was!

#barackobama #barackobamaquote #wisdom #blackhis…",0,0,1,0.5
#Blinken,1496200000000000000,760761000000000000,Lavrov Blinken,2022-02-22 19:03:14+00:00,It seems that #Lavrov will finally meet with #Blinken in Geneva next Thursday. https://t.co/qt2lmAYGM6,37,9,13,0.0
#Blinken,1496280000000000000,51134008,Blinken Lavrov Ginebra,2022-02-23 00:14:49+00:00,"RT @Finanzas_Times: 🇺🇸 Estados Unidos | #Blinken dice que la reunión con #Lavrov en #Ginebra se ha cancelado porque ""la invasión de Ucrania…",0,0,27,0.0
#Blinken,1496280000000000000,835728476,Blinken Lavrov,2022-02-23 00:37:06+00:00,"RT @dw_espanol: #Blinken🇺🇸 canceló la reunión con #Lavrov🇷🇺 luego de que Rusia reconociera a Donetsk y Lugansk

Por su parte, Kuleba🇺🇦 dijo…",0,0,39,0.0
#Blinken,1496210000000000000,1466040000000000000,Lavrov Blinken,2022-02-22 20:01:19+00:00,RT @GDarkconrad: It seems that #Lavrov will finally meet with #Blinken in Geneva next Thursday. https://t.co/qt2lmAYGM6,0,0,13,0.0
#barackobama,1495810000000000000,3084709625,NULL,2022-02-21 17:23:25+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#barackobama,1495830000000000000,56614310,NULL,2022-02-21 18:45:57+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#Blinken,1496050000000000000,918574273,Ukraine USA Russia Blinken,2022-02-22 09:26:16+00:00,"📍 Situation in Ukraine remains unpredictable and may ""worsen without warning"" - Blinken 
#Ukraine #USA #Russia #Blinken 
https://t.co/XhgkK72Pq6",0,0,0,-0.166666667
#RonaldReagan,1495960000000000000,2316786246,PresidentsDay PutinatWar RonaldReagan,2022-02-22 03:03:50+00:00,"On this #PresidentsDay imagine waking Reagan and telling him that Republicans have become both propaganda mouthpieces and red sympathizers to an Old KGB agent. 

#PutinatWar #RonaldReagan",1,0,0,0.0
#RonaldReagan,1495990000000000000,1235480000000000000,BarackObama BillClinton Trump BernieSanders RonaldReagan MitchMcconell Beto,2022-02-22 05:04:59+00:00,AWESOME! #BarackObama #BillClinton #Trump #BernieSanders #RonaldReagan #MitchMcconell #Beto https://t.co/6unxO1PZ4F,0,0,0,1.0
#Blinken,1496120000000000000,1025100000000000000,Russia Ukraine Blinken,2022-02-22 13:51:56+00:00,"All signs indicate that #Russia is on the verge of invading #Ukraine, #Blinken said. https://t.co/dVoBtwLA1W",1,1,0,0.0
#Blinken,1496270000000000000,1405380000000000000,Blinken Lavrov Ginebra,2022-02-22 23:41:32+00:00,"RT @Finanzas_Times: 🇺🇸 Estados Unidos | #Blinken dice que la reunión con #Lavrov en #Ginebra se ha cancelado porque ""la invasión de Ucrania…",0,0,27,0.0
#barackobama,1495800000000000000,37222728,BIDEN Obama APromisedLand Democrats Republicans JoeBiden ThePromisedLand BarackObama PromisedLand,2022-02-21 16:38:28+00:00,"@FoxNews And...?

@POTUS #BIDEN @WhiteHouse?

Like #Obama messianic to memoir #APromisedLand #Democrats threw down challenge?

#Republicans &amp; #JoeBiden need discuss scope &amp; depth of #ThePromisedLand as due #BarackObama entered #PromisedLand into necessary case studies of sovereignty bars! https://t.co/KXxrTRzh8z",0,0,1,-0.093518519
#barackobama,1495800000000000000,1202540000000000000,NULL,2022-02-21 16:35:21+00:00,"RT @RealMenTeach2: ""I loved the law school classroom; the stripped-down nature of it, the high-wire act of standing in front of a room.” #B…",0,0,6,0.7
#Blinken,1496270000000000000,3853888035,diplomacy Blinken,2022-02-22 23:55:37+00:00,"RT @OneVenusThrow: End of #diplomacy?
""U.S. Secretary of State #Blinken said on Tuesday he had canceled a meeting with Russian Foreign Mini…",0,0,1,-0.0625
#Blinken,1496140000000000000,928746000000000000,UPDATE Ukraine,2022-02-22 15:17:18+00:00,RT @AFP: #UPDATE The US on Wednesday strongly condemned a Russian parliament proposal to recognize #Ukraine's two separatist republics as i…,0,0,55,0.216666667
#RonaldReagan,1496000000000000000,49610918,NULL,2022-02-22 05:45:02+00:00,"RT @prageru: Through a combination of persuasion and policy, our 40th president turned a depressed nation into a confident one. @ScottWalke…",0,0,27,0.5
#barackobama,1495880000000000000,924904819,PresidentsDay JoeBiden BarackObama DemVoice1 wtpBLUE,2022-02-21 21:45:59+00:00,"RT @ohpleeznotagain: Happy #PresidentsDay ❤️🤍💙 🇺🇸

#JoeBiden 
#BarackObama 

#DemVoice1 #wtpBLUE https://t.co/xcPz2iA83D",0,0,35,0.8
#Blinken,1496250000000000000,1430530000000000000,Ukraine Biden Blinken Afghanistan GOP Republicans,2022-02-22 22:21:46+00:00,"Biden is starting to do a decent job over Ukraine. The Republicans should step forwards and support a US President during a crisis. They will be time for criticism later. 

PS. Support the NRF Afghan resistance forces

#Ukraine #Biden #Blinken #Afghanistan #GOP #Republicans https://t.co/S069QUcmEb",0,0,0,0.055555556
#Blinken,1495880000000000000,842416000000000000,Blinken Kremlin Donetsk Luhansk,2022-02-21 22:04:04+00:00,"RT @Don_Standeford: U.S. Secretary of State Antony #Blinken stated ""#Kremlin recognition of the so-called “#Donetsk and #Luhansk People’s R…",0,0,7,0.0
#barackobama,1495890000000000000,132265011,NULL,2022-02-21 22:40:42+00:00,"RT @LBunste: @GOP Look, when presidents actually got along because they shared they all shared the same love for the country they served!
#…",0,0,2,0.208333333
#barackobama,1495790000000000000,1407120000000000000,nft nfts barackobama PresidentsDay2022 usa nftart BlackExcellence Harvard,2022-02-21 15:52:03+00:00,"@NFTQuin 🇺🇸In 1988, @BarackObama enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review.

📚Knowledge is POWER

💎New #nft on @SolSeaNFT

https://t.co/MwiJXHyvqN

#nfts #barackobama #PresidentsDay2022 #usa #nftart #BlackExcellence #Harvard",0,0,0,0.041666667
#Blinken,1496250000000000000,1241820000000000000,Blinken,2022-02-22 22:17:57+00:00,"🇺🇸 🗣 Secrétaire d'État américain Antony #Blinken : « Le discours prononcé hier par le président russe Poutine était ""profondément dérangeant"" et constitue une histoire complètement fausse qui ignore l'histoire et le droit international. » https://t.co/diY37IThjD",5,1,0,0.0
#Blinken,1496250000000000000,1494720000000000000,Ukraine Blinken RussiaUkraineCrisis,2022-02-22 22:12:50+00:00,"US Secretary of State Antony Blinken will no longer meet with Russian Foreign Minister Sergey Lavrov in Geneva this week, he announced Tuesday, in the latest sign that diplomatic avenues with Russia over Ukraine are quickly closing.- CNN 
#Ukraine #Blinken #RussiaUkraineCrisis https://t.co/K3lX1YCAl9",1,1,0,0.177083333
#barackobama,1495790000000000000,1407120000000000000,nft nfts barackobama PresidentsDay2022 usa nftart BlackExcellence Harvard,2022-02-21 15:53:13+00:00,"@Nftshere1 @nftcoolgirl 🇺🇸In 1988, @BarackObama enrolled in Harvard Law School, where he was the first black president of the Harvard Law Review.

📚Knowledge is POWER

💎New #nft on @SolSeaNFT

https://t.co/MwiJXHyvqN

#nfts #barackobama #PresidentsDay2022 #usa #nftart #BlackExcellence #Harvard",2,1,0,0.041666667
#barackobama,1495920000000000000,828065000000000000,NULL,2022-02-22 00:26:38+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#Blinken,1495880000000000000,414825567,Donetsk Lugansk Russia Blinken,2022-02-21 21:57:19+00:00,"🇺🇸""Il riconoscimento delle repubbliche separatiste di #Donetsk e #Lugansk"" da parte della #Russia ""richiede una risposta veloce e ferma, e noi faremo i passi appropriati in coordinamento con i partner"". Lo afferma il segretario di Stato americano, Antony #Blinken",13,1,6,0.0
#RonaldReagan,1495850000000000000,2719891028,presidents presidentsday ronaldreagan dutch fendi Louisvitton thebird art artoftheday louisvuitton Fendi nft digitalart mixedmediaart,2022-02-21 20:01:47+00:00,"""Peace is not absence of conflict, it is the ability to handle conflict by peaceful means.""Ronald Reagan #presidents #presidentsday #ronaldreagan #dutch #fendi #Louisvitton #thebird #art #artoftheday @Fendi @LouisVuitton #louisvuitton #Fendi #nft #digitalart #mixedmediaart https://t.co/cAP5t4hKfd",0,0,0,0.128125
#Blinken,1496320000000000000,1309130000000000000,Blinken Kuleba Lavrov Russia Ukraine USA,2022-02-23 03:19:51+00:00,"BREAKING NEWS: U.S.’ Blinken cancels meeting with Lavrov, says Russian moves are ‘rejection of diplomacy’ https://t.co/jTER3Uf9pM #Blinken #Kuleba #Lavrov #Russia #Ukraine #USA",1,0,1,0.0
#barackobama,1495850000000000000,1009150000000000000,Dijon Auxerre Nevers Macon Dole Vesoul Belfort Besançon Jura,2022-02-21 20:11:13+00:00,"RT @OuiBFC: Barack Obama et son Hamburger à la moutarde de DIJON.🍔😅
#Dijon #Auxerre #Nevers #Macon #Dole #Vesoul #Belfort #Besançon #Jura #…",0,0,1,0.0
#RonaldReagan,1495910000000000000,49522536,EEUU USA RonaldReagan,2022-02-21 23:52:16+00:00,Hoy en el día de los presidentes en #EEUU #USA homenaje a uno de los más grandes... Si estuviera gobernando muchas guachafitas socialistas en el mundo se hubieran acabado #RonaldReagan https://t.co/ojQ4d8fm6s,50,3,22,0.0
#Blinken,1495850000000000000,1462170000000000000,US Biden Blinken sanctions Congress HR6600 Ethiopia,2022-02-21 20:13:52+00:00,"RT @lfreemansafrica: #US govt, #Biden, #Blinken  using threat of #sanctions by #Congress-#HR6600 to force concessions from #Ethiopia &amp; #Abi…",0,0,107,0.0
#Blinken,1495850000000000000,1717948603,Lavrov Blinken macron Putin Biden,2022-02-21 20:11:18+00:00,RT @CodeAssange: @mfa_russia These endless meetings between #Lavrov #Blinken; now the new #macron proposal for a #Putin-#Biden summit are a…,0,0,1,0.005681818
#RonaldReagan,1495910000000000000,1017270000000000000,RonaldReagan Communicator,2022-02-22 00:11:42+00:00,"Ronald Reagan: The Great Communicator https://t.co/L5cDgZs5So via @YouTube

#RonaldReagan, #Communicator,",0,0,0,0.8
#barackobama,1495870000000000000,1464790000000000000,NULL,2022-02-21 21:13:54+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#Blinken,1495600000000000000,1493160000000000000,Lavrov,2022-02-21 03:39:18+00:00,RT @RusEmbAU: ❗🇷🇺Foreign Minister Sergey #Lavrov’s answers to media questions at a news conference following talks on security guarantees w…,0,0,2,0.0
#barackobama,1495740000000000000,1213240000000000000,NULL,2022-02-21 12:46:46+00:00,"RT @OhJustTalk: Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama…",0,0,150,0.16875
#barackobama,1495700000000000000,1318470000000000000,UkraineConflict TruthSocial JohnGoodman StormFranklin PhilipSchofield JustinBieber BarackObama,2022-02-21 10:03:13+00:00,Windy Billy is out to play in the U.K. causing havoc. He has read all the free eBooks at https://t.co/kCM0JjKFvF #UkraineConflict #TruthSocial #JohnGoodman #StormFranklin #PhilipSchofield #JustinBieber #BarackObama https://t.co/YB16M8lYBk,0,0,0,0.4
#Blinken,1495660000000000000,1717948603,Lavrov Blinken macron Putin Biden Russia West,2022-02-21 07:36:36+00:00,@mfa_russia These endless meetings between #Lavrov #Blinken; now the new #macron proposal for a #Putin-#Biden summit are a waste of time! More so for #Russia dragging issues into the loops 🔁of discussions while the #West milks the PR for domestic consumption,1,1,1,0.052272727
#Blinken,1495660000000000000,1086980000000000000,Ucraina Blinken Russia,2022-02-21 07:02:38+00:00,"RT @mcc43_: E ora il folle remake: #Ucraina, #Blinken: ""La #Russia potrebbe anche usare armi chimiche""
Ancora c'è qualcuno che - onestament…",0,0,15,0.0
#barackobama,1495740000000000000,3013003843,presidentsday BarackObama joebiden,2022-02-21 12:25:02+00:00,"“If you’re walking down the right path and you’re willing to keep walking, eventually you’ll make progress.” —Barack Obama  

Happy President's Day Everyone!

#presidentsday #BarackObama #joebiden https://t.co/z7yg4X8mb4",0,0,0,0.345039683
#barackobama,1494710000000000000,1442500000000000000,hillaryclinton trump joebiden obama democrats republican pizzagate usa billclinton biden democrat wwg conservative barackobama wga america liberal hillary election politics kamalaharris qanon makeamericagreatagain,2022-02-18 16:30:34+00:00,"@AliciaSmith987 https://t.co/aKbK5whUQR

Do it America 
#hillaryclinton #trump  #joebiden #obama #democrats #republican #pizzagate #usa #billclinton #biden #democrat #wwg #conservative #barackobama #wga #america #liberal #hillary #election #politics #kamalaharris #qanon #makeamericagreatagain",0,0,0,0.0
#barackobama,1494760000000000000,1063880000000000000,RosaParks MikeTyson MercedesVarnado BarackObama,2022-02-18 20:05:03+00:00,Obsessed with how these 8th Grade BHM projects are turning out! Can’t wait for them to be proudly displayed next week! 😍 #RosaParks #MikeTyson #MercedesVarnado #BarackObama https://t.co/dBlZLKdvtz,4,0,0,0.058333333
#Blinken,1495590000000000000,1479110000000000000,Trump meantweets blinken Freedomconvoy,2022-02-21 02:53:56+00:00,"We never had to fear war when #Trump was in office, but those #meantweets were a bitch! https://t.co/uorfKby4Wq #blinken #Freedomconvoy",0,0,0,0.0
#RonaldReagan,1494810000000000000,1494010000000000000,limitgovernment ronaldreagan,2022-02-18 22:47:31+00:00,"If the past two years has taught me anything, its that there are an alarming amount of people who've forgotten... if government is not limited, man is not free. They work for us, not the other way around. #limitgovernment #ronaldreagan",0,0,0,-0.127857143
#RonaldReagan,1494840000000000000,4272749484,RonaldReagan,2022-02-19 01:20:22+00:00,"RT @dianeeldredge99: @RonaldReagan President #RonaldReagan was the greatest President of the past 100 years! 🇺🇸🇺🇸🇺🇸 Reagan’s courage, chara…",0,0,3,0.34375
#Blinken,1495570000000000000,1371650000000000000,Biden Blinken Harries,2022-02-21 01:40:12+00:00,"@um72de @AnneWillTalk @annewill @vonderleyen @larsklingbeil @n_roettgen @SWagenknecht @ConStelz @DasErste In der Richtung habe ich weder von #Biden , #Blinken oder #Harries nichts gehört... werden wir auch nie!",0,0,0,0.0
#RonaldReagan,1494850000000000000,447283713,RonaldReagan,2022-02-19 01:36:32+00:00,"RT @dianeeldredge99: @RonaldReagan President #RonaldReagan was the greatest President of the past 100 years! 🇺🇸🇺🇸🇺🇸 Reagan’s courage, chara…",0,0,3,0.34375
#Blinken,1495580000000000000,1480580000000000000,USCongress,2022-02-21 01:59:14+00:00,"RT @lfreemansafrica: End All Sanctions on Ethiopia, Says American Analyst - interview with Ethiopia News Agency-ENA #USCongress must vote d…",0,0,142,0.0
#Blinken,1495590000000000000,929806000000000000,UkraineRussiaCrisis Biden Putin Blinken Lavrov,2022-02-21 03:02:55+00:00,"US under Trump may have looked like a mad dog but people are still scared of mad dogs. US under Biden is coming off as a drunk teenager who can't stay on his legs for 1 min.

#UkraineRussiaCrisis #Biden #Putin #Blinken #Lavrov",1,0,0,-0.583333333
#RonaldReagan,1494810000000000000,1427370000000000000,freedom Ronaldreagan downwithtyranny wethepeople patriotic iwillnotcomply americanflag madeinamerica forefathers betsyross nofascism donaldtrump georgewashinton patriot,2022-02-18 23:01:46+00:00,"https://t.co/mEyg8j7oH6

 #freedom #Ronaldreagan #downwithtyranny #wethepeople #patriotic #iwillnotcomply #americanflag #madeinamerica #forefathers #betsyross #nofascism #donaldtrump #georgewashinton #patriot t https://t.co/VN9EK6ZO77",0,0,0,0.0
#barackobama,1494740000000000000,141249668,Obama JoeBiden PressSec VP DNC RNC CNN SexyLiberal BarackObama thereidout BLM HillaryClinton AliVelshi BernieSanders,2022-02-18 18:29:25+00:00,"Krystal Ball: Proof #Obama DOOMED Dem Party With Working Class 

&gt;https://t.co/qSZMI7q2ed 
#JoeBiden #PressSec #VP #DNC #RNC #CNN #SexyLiberal @RandiRhodes #BarackObama @TheRevAl @WhipClyburn #thereidout #BLM #HillaryClinton #AliVelshi #BernieSanders @AOC @SpeakerPelosi @Maddow",1,0,0,0.0
#barackobama,1494710000000000000,1442500000000000000,hillaryclinton trump joebiden obama democrats republican pizzagate usa billclinton biden democrat wwg conservative barackobama wga america liberal hillary election politics kamalaharris qanon makeamericagreatagain,2022-02-18 16:30:20+00:00,"@JudicialWatch https://t.co/aKbK5whUQR

Do it America 
#hillaryclinton #trump  #joebiden #obama #democrats #republican #pizzagate #usa #billclinton #biden #democrat #wwg #conservative #barackobama #wga #america #liberal #hillary #election #politics #kamalaharris #qanon #makeamericagreatagain",0,0,0,0.0
#Blinken,1495650000000000000,1285150000000000000,US Biden Blinken sanctions Congress HR6600 Ethiopia,2022-02-21 07:00:13+00:00,"RT @lfreemansafrica: #US govt, #Biden, #Blinken  using threat of #sanctions by #Congress-#HR6600 to force concessions from #Ethiopia &amp; #Abi…",0,0,107,0.0
#barackobama,1495740000000000000,1303820000000000000,BlackHistoryMonth BarackObama PresidentsDay2022,2022-02-21 12:28:32+00:00,"Black History Day 21: 

Happy Presidents Day to the first Black President of the United States of America! ✊🏾

Barack Obama 

Nothing else needs to be said! 
#BlackHistoryMonth #BarackObama 
#PresidentsDay2022 https://t.co/BFdcraxRh8",379,12,150,0.155729167
#barackobama,1495720000000000000,1461740000000000000,DemocraticPartyElitists DavidEScrews AmericanHistory UnitedStates ThoughtfulBook BarackObama,2022-02-21 11:18:31+00:00,"#DemocraticPartyElitists is all about the essence of communism and how the Democratic Party manipulated to attain its aim of totalitarian communist tyranny.
https://t.co/0tP63b4cTS
https://t.co/vaHu5gnrbW
#DavidEScrews #AmericanHistory #UnitedStates #ThoughtfulBook #BarackObama https://t.co/yfRqLfcFXC",0,0,0,0.0
#Blinken,1495660000000000000,1110900000000000000,Putin Lukaschenko MSC,2022-02-21 07:32:57+00:00,RT @gaborsteingart: #Putin und #Lukaschenko lieferten sich mit den westlichen Teilnehmern der #MSC ein veritables Wettdrohen. Inmitten dies…,0,0,2,0.0
#barackobama,1495740000000000000,2288712929,calenda BarackObama,2022-02-21 12:48:26+00:00,"RT @CarloSantaroni: non ditelo a #calenda 
#BarackObama's Workout Routine https://t.co/zNFYk591y7",0,0,3,0.0
#Blinken,1495600000000000000,1352840000000000000,US Biden Blinken sanctions Congress HR6600 Ethiopia,2022-02-21 03:35:19+00:00,"RT @lfreemansafrica: #US govt, #Biden, #Blinken  using threat of #sanctions by #Congress-#HR6600 to force concessions from #Ethiopia &amp; #Abi…",0,0,107,0.0
#barackobama,1495870000000000000,1041090000000000000,PresidentsDay JoeBiden BarackObama DemVoice1 wtpBLUE,2022-02-21 21:11:13+00:00,"RT @ohpleeznotagain: Happy #PresidentsDay ❤️🤍💙 🇺🇸

#JoeBiden 
#BarackObama 

#DemVoice1 #wtpBLUE https://t.co/xcPz2iA83D",0,0,35,0.8
